"","alien_7_gut","alien_392_gut","bugkiller_392_gut","bugkiller_600_gut","bugkiller_7_gut","scavenger_7_gut","scavenger_7_gut","bugkiller_392_gut","tigress_0_gut","halbarad_0_gut","halbarad_392_gut","bugkiller_0_gut","alien_7_gut","alien_2_gut","halbarad_7_gut","alien_392_gut","alien_7_gut","alien_378_gut","daisy_2_gut","peacemaker_7_gut","bugkiller_392_gut","alien_773_gut","alien_7_gut","peacemaker_392_gut","tigress_60_gut","daisy_0_gut","bugkiller_7_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","peacemaker_0_gut","scavenger_2_gut","alien_392_gut","scavenger_7_gut","alien_632_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_7_gut","alien_7_gut","bugkiller_7_gut","peacemaker_392_gut","peacemaker_392_gut","alien_376_gut","peacemaker_392_gut","alien_60_gut","alien_632_gut","scavenger_7_gut","bugkiller_7_gut","alien_376_gut","bugkiller_600_gut","peacemaker_392_gut","peacemaker_600_gut","alien_380_gut","bugkiller_392_gut","bugkiller_392_gut","alien_632_gut","halbarad_7_gut","bugkiller_392_gut","alien_7_gut","halbarad_392_gut","alien_377_gut","peacemaker_7_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","scavenger_0_gut","alien_392_gut","alien_60_gut","peacemaker_7_gut","peacemaker_392_gut","alien_7_gut","alien_637_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","bugkiller_392_gut","peacemaker_392_gut","scavenger_7_gut","alien_7_gut","alien_773_gut","halbarad_7_gut","alien_630_gut","bugkiller_2_gut","bugkiller_392_gut","peacemaker_2_gut","halbarad_7_gut","peacemaker_392_gut","scavenger_7_gut","daisy_60_gut","alien_378_gut","daisy_60_gut","tigress_2_gut","scavenger_7_gut","bugkiller_773_gut","alien_600_gut","scavenger_7_gut","peacemaker_392_gut","scavenger_0_gut","alien_632_gut","daisy_7_gut","peacemaker_0_gut","scavenger_7_gut","alien_392_gut","tigress_7_gut","bugkiller_392_gut","daisy_2_gut","scavenger_7_gut","halbarad_2_gut","alien_0_gut","alien_2_gut","bugkiller_7_gut","bugkiller_773_gut","alien_632_gut","bugkiller_392_gut","alien_7_gut","tigress_0_gut","bugkiller_7_gut","bugkiller_7_gut","daisy_7_gut","alien_392_gut","bugkiller_7_gut","alien_376_gut","alien_378_gut","alien_377_gut","scavenger_7_gut","alien_392_gut","scavenger_7_gut","peacemaker_7_gut","daisy_2_gut","alien_380_gut","alien_392_gut","peacemaker_392_gut","peacemaker_392_gut","alien_7_gut","halbarad_7_gut","alien_632_gut","halbarad_0_gut","alien_392_gut","alien_392_gut","alien_392_gut","alien_392_gut","tigress_2_gut","tigress_60_gut","alien_7_gut","bugkiller_2_gut","bugkiller_600_gut","bugkiller_600_gut","alien_377_gut","alien_600_gut","peacemaker_392_gut","peacemaker_7_gut","alien_376_gut","bugkiller_7_gut","alien_376_gut","bugkiller_392_gut","alien_0_gut","scavenger_7_gut","alien_60_gut","peacemaker_600_gut","daisy_60_gut","peacemaker_7_gut","halbarad_7_gut","alien_7_gut","tigress_0_gut","alien_392_gut","tigress_7_gut","peacemaker_392_gut","alien_632_gut","alien_0_gut","halbarad_392_gut","alien_7_gut","tigress_2_gut","scavenger_7_gut","scavenger_7_gut","peacemaker_392_gut","tigress_0_gut","peacemaker_7_gut","daisy_60_gut","alien_392_gut","alien_380_gut","daisy_2_gut","peacemaker_392_gut","alien_378_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_7_gut","peacemaker_7_gut","halbarad_392_gut","daisy_0_gut","alien_637_gut","scavenger_392_gut","tigress_60_gut","bugkiller_2_gut","alien_376_gut","bugkiller_392_gut","daisy_60_gut","alien_380_gut","scavenger_392_gut","peacemaker_0_gut","halbarad_7_gut","alien_2_gut","peacemaker_773_gut","bugkiller_0_gut","alien_392_gut","alien_380_gut","bugkiller_392_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","alien_392_gut","scavenger_2_gut","tigress_0_gut","halbarad_7_gut","alien_7_gut","alien_392_gut","alien_376_gut","alien_7_gut","daisy_7_gut","alien_392_gut","alien_392_gut","peacemaker_392_gut","halbarad_7_gut","daisy_60_gut","bugkiller_392_gut","tigress_2_gut","alien_392_gut","peacemaker_7_gut","alien_60_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","bugkiller_2_gut","bugkiller_7_gut","tigress_0_gut","peacemaker_392_gut","peacemaker_2_gut","alien_392_gut","alien_376_gut","halbarad_7_gut","bugkiller_392_gut","peacemaker_2_gut","bugkiller_392_gut","scavenger_392_gut","alien_392_gut","alien_600_gut","tigress_60_gut","scavenger_0_gut","peacemaker_600_gut","bugkiller_392_gut","alien_392_gut","bugkiller_60_gut","tigress_0_gut","daisy_2_gut","scavenger_392_gut","alien_392_gut","alien_7_gut","bugkiller_600_gut","bugkiller_600_gut","bugkiller_60_gut","bugkiller_392_gut","halbarad_7_gut","peacemaker_392_gut","alien_392_gut","daisy_7_gut","peacemaker_392_gut","daisy_0_gut","bugkiller_60_gut","bugkiller_7_gut","alien_380_gut","alien_378_gut","peacemaker_392_gut","bugkiller_7_gut","alien_392_gut","tigress_60_gut","bugkiller_392_gut","peacemaker_7_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_392_gut","alien_7_gut","peacemaker_60_gut","alien_7_gut","peacemaker_392_gut","peacemaker_773_gut","alien_7_gut","peacemaker_7_gut","bugkiller_392_gut","bugkiller_392_gut","alien_392_gut","daisy_0_gut","peacemaker_392_gut","halbarad_7_gut","alien_773_gut","bugkiller_0_gut","halbarad_392_gut","bugkiller_392_gut","peacemaker_60_gut","alien_7_gut","bugkiller_7_gut","alien_392_gut","bugkiller_7_gut","alien_637_gut","halbarad_392_gut","daisy_60_gut","peacemaker_7_gut","alien_7_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","daisy_2_gut","alien_632_gut","tigress_7_gut","peacemaker_7_gut","alien_392_gut","alien_377_gut","scavenger_0_gut","peacemaker_60_gut","alien_392_gut","bugkiller_7_gut","peacemaker_773_gut","alien_378_gut","bugkiller_392_gut","alien_600_gut","alien_7_gut","halbarad_0_gut","alien_378_gut","bugkiller_392_gut","alien_392_gut","alien_7_gut","peacemaker_392_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_60_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","bugkiller_392_gut","tigress_0_gut","alien_392_gut","alien_378_gut","peacemaker_7_gut","alien_392_gut","alien_2_gut","tigress_7_gut","peacemaker_392_gut","scavenger_7_gut","alien_0_gut","bugkiller_7_gut","alien_392_gut","alien_392_gut","peacemaker_7_gut","alien_380_gut","peacemaker_392_gut","alien_773_gut","alien_392_gut","alien_637_gut","daisy_2_gut","alien_392_gut","peacemaker_773_gut","bugkiller_392_gut","peacemaker_2_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_773_gut","bugkiller_7_gut","daisy_2_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_7_gut","alien_380_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_0_gut","peacemaker_392_gut"
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes",1,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,2,2,1,0,1,1,0,1,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,1,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_sp._AL-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides",1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,2,0,0,1,1,1,1,1,0,2,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,2,0,1,2,0,1,0,0,0,1,0,2,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,1,0,1,1,2,2,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,1,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,3,1,1,1,1,1,0,1,2,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,2,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,2,0,1,1,1,0,1,0,0,1,0,1,1,0,0
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__Flavobacteriaceae_bacterium_UJ101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Balneolaeota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Candidatus_Saccharibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Candidatus_Saccharibacteria;c__;o__;f__;g__;s__TM7_phylum_sp._oral_clone_BU080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Chloroflexi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
